restaurant,restaurantLabel,restaurantComment,cityLabel,restaurantLongitude,restaurantLatitude,restaurantDateAdded,dateUpdated,restaurantID,restaurantPostCode,restaurantCurrency,restaurantPriceMax,restaurantPriceMin,primaryCategories,restaurantAddress,restaurantName,keys,categories,stateLabel,countryLabel
http://link477.com/ds/pizza#AVwdpGJ5_7pvs4fz75fR,Papa John''s Pizza_Woodbury,Papa John''s Pizza in Woodbury,Woodbury,-75.12422,39.828326,2016-03-02T13:05:15+00:00,2018-03-11T21:01:36+00:00 2018-03-11T21:01:36+00:00,AVwdpGJ5_7pvs4fz75fR,nan,USD,25,0,Accommodation &amp; Food Services Accommodation &amp; Food Services,1000 Cooper St,Papa John''s Pizza,us/nj/woodbury/1000cooperst/572757474,Pizza Place Restaurants,New_Jersey,United States of America
